openlibrary_work_key,title,original_title,description,release_year,image_url,external_rating_average,external_rating_count,first_publish_year,author_names,pages
OL17082223W,Cinque amiche per un musical,Cinque amiche per un musical,"There's going to be a musical at Mouseford, and the students can't stop squeaking about it! Everyone wants a role, but the auditions won't be easy, and sneaky Ruby Flashyfur has some tricks up her sleeve. Will the Thea Sisters come out on top, or will they be singing a different tune when the auditions are over?",2010,https://covers.openlibrary.org/b/id/10724256-L.jpg,5,7,2010,Elisabetta Dami,128
OL20168431W,The Dictionary of Body Language,The Dictionary of Body Language,"**“The ultimate body language reference. I’ll be both referring to and recommending this book on a daily basis for many years to come.”** —Amy Cuddy

From the world’s **#1 body language expert*** comes the essential book for decoding human behavior.

Joe Navarro has spent a lifetime observing others. For 25 years, as a Special Agent for the FBI, he conducted and supervised interrogations of spies and other dangerous criminals, honing his mastery of nonverbal communication. After retiring from the bureau, he has become a sought-after public speaker and consultant, and an internationally bestselling author. Now, a decade after his groundbreaking book What Every BODY is Saying, Navarro returns with his most ambitious work yet. The Dictionary of Body Language is a pioneering “field guide” to nonverbal communication, describing and explaining the more than 400 behaviors that will allow you to gauge anyone’s true intentions.

Moving from the head down to the feet, Navarro reveals the hidden meanings behind the many conscious and subconscious things we do. Readers will learn how to tell a person’s actual feelings from subtle changes in their pupils; the lip behaviors that betray concerns or hidden information; the many different varieties of arm posturing, and what each one means; how the position of our thumbs when we stand akimbo reflects our mental state; and many other fascinating insights to help you both read others and change their perceptions of you.

Readers will turn to The Dictionary Body Language again and again—a body language bible for anyone looking to understand what their boss really means, interpret whether a potential romantic partner is interested or not, and learn how to put themselves forward in the most favorable light.",2018,https://covers.openlibrary.org/b/id/8814585-L.jpg,5,7,2018,pierre dukan,208
OL18589470W,Peran generasi muda dalam ketahanan nasional,Peran generasi muda dalam ketahanan nasional,Role of young generation on national defense in Indonesia.,2008,,5,7,2008,Erlangga Masdiana,190
OL4125663W,Moonwalk,Moonwalk,"Michael Jackson's one and only autobiography: the King of Pop in his own words.Moonwalk is the only book about his life that Michael Jackson ever wrote. It chronicles his humble beginnings in the Midwest, his early days with the Jackson 5, and his unprecedented solo success. Giving absolutely unrivalled insight into the King of Pop's life, it details his songwriting process for hits like Beat It, Rock With You, Billie Jean, and We Are the World; describes how he developed his signature dance style, including the Moon Walk; and opens the door to his very private personal relationships with his family, including sister Janet, and stars like Diana Ross, Berry Gordy, Marlon Brando, Quincy Jones, Paul McCartney, and Brooke Shields. At the time of its original publication in 1988, MOONWALK broke the fiercely guarded barrier of silence that surrounded Michael Jackson. Candidly and courageously, Jackson talks openly about his wholly exceptional career and the crushing isolation of his fame, as well as the unfair rumors that have surrounded it. MOONWALK is illustrated with rare photographs from Jackson family albums and Michael's personal photographic archives, as well as a drawing done by Michael exclusively for the book. It reveals and celebrates, as no other book can, the life of this exceptional and beloved musician.",1988,https://covers.openlibrary.org/b/id/6294012-L.jpg,5,7,1988,Michael Jackson,283
OL167283W,Two Alone,Two Alone,"When their plane crashes in the remote reaches of the north, Rusty Carlson and Cooper Landry are forced to overcome a mutual distrust in order to survive and escape from the dangerous predators that surround them.",1987,https://covers.openlibrary.org/b/id/9705817-L.jpg,5,7,1987,Sandra Brown,282
OL213259W,Airs Above the Ground,Airs Above the Ground,"Lovely Vanessa March, two years married and very much in love, did not think it was a strange for her husband to take a business trip to Stockholm. What was strange was the silence that followed. She never thought to look for her missing husband in Vienna -- until she saw him in a newsreel shot there at the scene of a deadly fire. Then she caught a glimpse of him in a newsreel shot of a crowd near a mysterious circus fire and knew it was more than strange. It was downright sinister.

Vanessa is propelled to Vienna by the shocking discovery. In her charge is young Timothy Lacy, who also has urgent problems to solve. But her hunt for answers only leads to more sinister questions in a mysterious world of white stallions of Vienna. But what promises to be no more than a delicate personal mission turns out to involve the security forces of three countries, two dead men, a circus and its colourful personnel. And what waits for Vanessa in the shadows is more terrifying than anything she has ever encountered.",1965,https://covers.openlibrary.org/b/id/290497-L.jpg,5,7,1965,Mary Stewart,256
OL31378W,Soldier X,Soldier X,"Sixteen-year-old Erik Brandt barely knows what Germany is fighting for when he is drafted into Hitler's army. Sent to the killing fields of the Eastern Front, he is surrounded by unimaginable sights, more horrific than he ever thought possible. It's kill or be killed, and it seems clear that Erik's days are numbered. Until, covered in blood and seriously injured, he conceives of another way to survive. How long will it be before his plan is discovered? Filled with gritty and visceral detail, Soldier X will change the way every reader thinks about the reality of war. (Book Cover)",2001,https://covers.openlibrary.org/b/id/110692-L.jpg,5,7,2001,Don L. Wulffson,227
OL14912590W,Anne McCaffrey,Anne McCaffrey,Dragon Riders of Pern.,1979,https://covers.openlibrary.org/b/id/826920-L.jpg,5,7,1979,Anne McCaffrey,500
OL15675357W,A Key to Wren & Martin's High School Grammar and Composition,A Key to Wren & Martin's High School Grammar and Composition,,1999,https://covers.openlibrary.org/b/id/4884127-L.jpg,5,7,1999,"WREN AND MARTINS, Percival Christopher Wren, H. Martin",140
OL17833335W,Dragonwatch,Dragonwatch,"In the long-awaited sequel to Fablehaven, the dragons who have been kept at the dragon sanctuaries no longer consider them safe havens, but prisons and they want their freedom. The dragons are no longer our allies....

In the hidden dragon sanctuary of Wyrmroost, Celebrant the Just, King of the Dragons, plots his revenge. He has long seen the sanctuaries as prisons, and he wants nothing more than to overthrow his captors and return the world to the Age of Dragons, when he and his kind ruled and reigned without borders. The time has come to break free and reclaim his power.

No one person is capable of stopping Celebrant and his dragon horde. It will take the ancient order of Dragonwatch to gather again if there is any chance of saving the world from destruction. In ancient times, Dragonwatch was a group of wizards, enchantresses, dragon slayers, and others who originally confined the majority of dragons into sanctuaries. But nearly all of the original Dragonwatch members are gone, and so the wizard Agad reaches out to Grandpa Sorenson for help.

As Kendra and Seth confront this new danger, they must draw upon all their skills, talents, and knowledge as only they have the ability to function together as a powerful dragon tamer. Together they must battle against forces with superior supernatural powers and breathtaking magical abilities.

How will the epic dragon showdown end? Will dragons overthrow humans and change the world as we know it?


----------
**Books in this series**

 1. Dragonwatch
 2. [Wrath of the Dragon King][2]
 3. [Master of the Phantom Isle][3]
 4. [Champion of the Titan Games][4]",2006,https://covers.openlibrary.org/b/id/12850677-L.jpg,5,7,2006,Brandon Mull,384
OL3223320W,Pemasaran strategi,Pemasaran strategi,Strategies for business marketing in Indonesia.,1995,,5,7,1995,Bambang Tri Cahyono,98
OL22058022W,Missione speciale... diluvio universale!,Missione speciale... diluvio universale!,"""Muskrat City is under attack again. The Sewer Rats have created a weather-changing device that unleashes huge storms, which will likely flood the entire city! The rodents of Muskrat City have one hope: the Heromice. Can Geronimo Superstilton, Swiftpaws and Lady Wonderwhiskers save the city?""--Back cover.",2013,https://covers.openlibrary.org/b/id/14420867-L.jpg,5,7,2013,Elisabetta Dami,123
OL20509698W,The Silent Thaw,The Silent Thaw,"ThunderClan's leader, Bramblestar, has been behaving erratically after losing one of his nine lives, and suspicion is quickly spreading across Clan borders. And when a strange apparition sparks unrest in SkyClan and ShadowClan, each warrior must decide where their allegiances lie—with their Clan, or the warrior code itself.


----------
**Books in this arc**

 1. [Lost Stars][1]
 2. The Silent Thaw
 3. [Veil of Shadows][3]
 4. [Darkness Within][4]
 5. [The Place with No Stars][5]
 6. [A Light in the Mist][6]",2019,https://covers.openlibrary.org/b/id/14419308-L.jpg,5,7,2019,Erin Hunter,342
OL18577026W,Từ điển tâm lý học,Từ điển tâm lý học,Dictionary of Vietnamese psychological terms.,2008,,5,7,2008,"Vũ, Dũng (Professor of psychology)",1114
OL20332595W,The Runaway King,The Runaway King,"Just weeks after Jaron has taken the throne, an assassination attempt forces him into a deadly situation. Rumors of a coming war are winding their way between the castle walls, and Jaron feels the pressure quietly mounting within Carthya. Soon, it becomes clear that deserting the kingdom may be his only hope of saving it. But the farther Jaron is forced to run from his identity, the more he wonders if it is possible to return home again? Or will he have to sacrifice his own life in order to save his kingdom?",2013,https://covers.openlibrary.org/b/id/8995824-L.jpg,5,7,2013,Jennifer A. Nielsen,352
OL26353967W,Light Bringer,Light Bringer,"The Reaper is a legend, more myth than man: the savior of worlds, the leader of the Rising, the breaker of chains.
But the Reaper is also Darrow, born of the red soil of Mars: a husband, a father, a friend.

Marooned far from home after a devastating defeat on the battlefields of Mercury, Darrow longs to return to his wife and sovereign, Virginia, to defend Mars from its bloodthirsty would-be conqueror Lysander.

Lysander longs to destroy the Rising and restore the supremacy of Gold, and will raze the worlds to realize his ambitions.

The worlds once needed the Reaper. But now they need Darrow, and Darrow needs the people he loves—Virginia, Cassius, Sevro—in order to defend the Republic.

So begins Darrow’s long voyage home, an interplanetary adventure where old friends will reunite, new alliances will be forged, and rivals will clash on the battlefield.

Because Eo’s dream is still alive—and after the dark age will come a new age: of light, of victory, of hope.",2022,https://covers.openlibrary.org/b/id/15157697-L.jpg,5,7,2022,Pierce Brown,682
OL19933604W,Naruto,Naruto,,2009,https://covers.openlibrary.org/b/id/14605127-L.jpg,5,7,2009,Masashi Kishimoto,189
OL15168088W,La corsa piu pazza d'America,La corsa piu pazza d'America,"Enter the world of Geronimo Stilton, where another funny adventure is always right around the corner. Each book is a fast-paced adventure with lively art and a unique format kids 7-10 will love.I, Geronimo Stilton, am not a big fan of races. I like to take my time and smell the cheese! But when my friend Bruce Hyena invited me to race across America on my bicycle, I just couldn't resist. And holey cheese, what a fabumouse adventure we had!",2006,https://covers.openlibrary.org/b/id/14419305-L.jpg,5,7,2006,Elisabetta Dami,123
OL11251705W,Commercial System of cutting,Commercial System of cutting,,1972,https://covers.openlibrary.org/b/id/6773633-L.jpg,5,7,1972,M. B. Juvekar,112
OL36520609W,"Comprehensive Dictionary of Cognitive sciences, Psychiatry, Behavioral Sciences and Related Context First Published(Persian","Comprehensive Dictionary of Cognitive sciences, Psychiatry, Behavioral Sciences and Related Context First Published(Persian",,2009,https://covers.openlibrary.org/b/id/14419033-L.jpg,5,7,2009,"Hamideh Jahangiri, Dr. Alireza Norouzi, Parirokh Dadsetan, Haraton Davidian",540
OL36755279W,Handbuch der psychischen Gesundheitspflege Band I (German Edition),Handbuch der psychischen Gesundheitspflege Band I (German Edition),,2023,https://covers.openlibrary.org/b/id/14428616-L.jpg,5,7,2023,"Hamideh Jahangiri, Dr. Alireza Norouzi, Reza Shapurian",436
OL36520593W,Evaluate the Role of Cognitive-Behavioral strategies And Relaxation Training Techniques on Reduce Intercourse Anxiety of Girls Under Marrige 2nd Published (Persian:بررسی نقش آموزش روش‌های شناختی رفتاری و آموزش آرامسازی بر کاهش اضطراب جنسی دختران),Evaluate the Role of Cognitive-Behavioral strategies And Relaxation Training Techniques on Reduce Intercourse Anxiety of Girls Under Marrige 2nd Published (Persian:بررسی نقش آموزش روش‌های شناختی رفتاری و آموزش آرامسازی بر کاهش اضطراب جنسی دختران),,2016,https://covers.openlibrary.org/b/id/14418964-L.jpg,5,7,2016,"Hamideh Jahangiri, Heidarali Hooman, Siamak Naghshbandi, Dr. Alireza Norouzi, Parirokh Dadsetan",256
OL36520597W,Study The Hierarchy of Values among educated students intend to study abroad First Published (Persian:بررسی وضعیت سلسله مراتب ارزش‌ها در بین دانشجویان تحصیل کرده با قصد ادامه تحصیل در خارج از کشور ),Study The Hierarchy of Values among educated students intend to study abroad First Published (Persian:بررسی وضعیت سلسله مراتب ارزش‌ها در بین دانشجویان تحصیل کرده با قصد ادامه تحصیل در خارج از کشور ),,2007,https://covers.openlibrary.org/b/id/14418982-L.jpg,5,7,2007,"Hamideh Jahangiri, Dr. Alireza Norouzi, Haraton Davidian, Heidarali Hooman",164
OL36755273W,Guida alla buona prescrizione psicofarmacologica di Jahangiri (Italian Edition),Guida alla buona prescrizione psicofarmacologica di Jahangiri (Italian Edition),,2023,https://covers.openlibrary.org/b/id/14428607-L.jpg,5,7,2023,"Abbas Shafiee, Dr. Alireza Norouzi, Hamideh Jahangiri",156
OL36755278W,Manual de Enfermagem de Saúde Mental (Vol I),Manual de Enfermagem de Saúde Mental (Vol I),,2023,https://covers.openlibrary.org/b/id/14428614-L.jpg,5,7,2023,"Hamideh Jahangiri, Dr. Alireza Norouzi, Reza Shapurian",412
OL36520587W,How do treatment ADHD with Musical sound 2nd Published (Persian,How do treatment ADHD with Musical sound 2nd Published (Persian,,2017,https://covers.openlibrary.org/b/id/14418942-L.jpg,5,7,2017,"Hamideh Jahangiri, Haraton Davidian, Dr. Alireza Norouzi, Parirokh Dadsetan",382
OL36514792W,Stress sul lavoro e sindrome da burnout,Stress sul lavoro e sindrome da burnout,,2023,https://covers.openlibrary.org/b/id/14416205-L.jpg,5,7,2023,"Mahmoud Matin, Dr. Alireza Norouzi, Hamideh Jahangiri",256
OL36755281W,Manual de enfermería de salud mental Vol I (Spanish Edition),Manual de enfermería de salud mental Vol I (Spanish Edition),,2023,https://covers.openlibrary.org/b/id/14428622-L.jpg,5,7,2023,"Hamideh Jahangiri, Dr. Alireza Norouzi, Reza Shapurian",408
OL36514793W,Estrés Laboral y Síndrome de Burnout (Spanish Edition),Estrés Laboral y Síndrome de Burnout (Spanish Edition),,2023,https://covers.openlibrary.org/b/id/14416206-L.jpg,5,7,2023,"Mahmoud Matin, Dr. Alireza Norouzi, Hamideh Jahangiri",260
OL36514796W,Stress au travail et syndrome d'épuisement professionnel,Stress au travail et syndrome d'épuisement professionnel,,2023,https://covers.openlibrary.org/b/id/14416213-L.jpg,5,7,2023,"Mahmoud Matin, Dr. Alireza Norouzi, Hamideh Jahangiri",272
OL36755272W,Jahangiris Leitfaden für eine gute Verschreibung von Psychopharmaka (German Edition),Jahangiris Leitfaden für eine gute Verschreibung von Psychopharmaka (German Edition),,2023,https://covers.openlibrary.org/b/id/14428606-L.jpg,5,7,2023,"Abbas Shafiee, Dr. Alireza Norouzi, Hamideh Jahangiri",168
OL36755275W,Guia de Jahangiri para uma boa prescrição psicofarmacológica(Portuguese Edition),Guia de Jahangiri para uma boa prescrição psicofarmacológica(Portuguese Edition),,2023,https://covers.openlibrary.org/b/id/14428610-L.jpg,5,7,2023,"Abbas Shafiee, Dr. Alireza Norouzi, Hamideh Jahangiri",156
OL36755276W,Guide de Jahangiri pour une bonne prescription en psychopharmacologie (French Edition),Guide de Jahangiri pour une bonne prescription en psychopharmacologie (French Edition),,2023,https://covers.openlibrary.org/b/id/14428612-L.jpg,5,7,2023,"Abbas Shafiee, Dr. Alireza Norouzi, Hamideh Jahangiri",160
OL36755282W,Manuale di infermieristica della salute mentale Vol. I (Italian Edition),Manuale di infermieristica della salute mentale Vol. I (Italian Edition),,2023,https://covers.openlibrary.org/b/id/14428623-L.jpg,5,7,2023,"Hamideh Jahangiri, Dr. Alireza Norouzi, Reza Shapurian",404
OL36520599W,Mental Health 2nd Published (Persian :بهداشت روان),Mental Health 2nd Published (Persian :بهداشت روان),,2011,https://covers.openlibrary.org/b/id/14418993-L.jpg,5,7,2011,"Hamideh Jahangiri, Dr. Alireza Norouzi, Haraton Davidian",658
OL36520607W,Psychology Dictionary and Related Context First Published (Persian,Psychology Dictionary and Related Context First Published (Persian,,2005,https://covers.openlibrary.org/b/id/14419026-L.jpg,5,7,2005,"Hamideh Jahangiri, Dr. Alireza Norouzi, Parirokh Dadsetan, Haraton Davidian",238
OL36520608W,Psychology Dictionary and Related Context 2nd Published (Persian,Psychology Dictionary and Related Context 2nd Published (Persian,,2017,https://covers.openlibrary.org/b/id/14419028-L.jpg,5,7,2017,"Hamideh Jahangiri, Haraton Davidian, Dr. Alireza Norouzi, Parirokh Dadsetan",242
OL36505187W,DEPRESSION Volume 1,DEPRESSION Volume 1,,2020,https://covers.openlibrary.org/b/id/14412026-L.jpg,5,7,2020,"Peterson, Donald R., Behrooz Birashk, Hamideh Jahangiri, Dr. Alireza Norouzi",700
OL36505188W,DEPRESSION Volume 2,DEPRESSION Volume 2,,2020,https://covers.openlibrary.org/b/id/14412027-L.jpg,5,7,2020,"Peterson, Donald R., Behrooz Birashk, Hamideh Jahangiri, Dr. Alireza Norouzi",652
OL36505205W,Stress no Trabalho e Síndrome de Burnout,Stress no Trabalho e Síndrome de Burnout,,2023,https://covers.openlibrary.org/b/id/14412055-L.jpg,5,7,2023,"Hamideh Jahangiri, Dr. Alireza Norouzi, Mahmoud Matin",260
OL36520096W,Assignment Prevalence of Sexual Dysfunction Associated with Antidepressant Drug among Older Patients' with Depression Disorder under Mechanisms and Treatments of Drug Therapy (Persian,Assignment Prevalence of Sexual Dysfunction Associated with Antidepressant Drug among Older Patients' with Depression Disorder under Mechanisms and Treatments of Drug Therapy (Persian,,2017,https://covers.openlibrary.org/b/id/14418665-L.jpg,5,7,2017,"Hamideh Jahangiri, Dr. Alireza Norouzi, Haraton Davidian, Heidarali Hooman",216
OL45224198W,The Brothers Karamazov,The Brothers Karamazov,"Completed only a few months before the author's death, **The Brothers Karamazov** is Dostoyevsky's largest, most expansive, most life-embracing work. Filled with human passions―lust, greed, love, jealousy, sorrow, and humor―the book is also infused with moral issues and the issue of collective guilt. A terrifying answer to man's eternal questions, this monumental work remains the crowning achievement of perhaps the finest novelist of all time.\
It is a murder mystery, a courtroom drama, and an exploration of erotic rivalry in a series of triangular love affairs involving the 'wicked and sentimental' Fyodor Pavlovich Karamazov and his three sons—the impulsive and sensual Dmitri; the coldly rational Ivan; and the healthy, red-cheeked young novice Alyosha. Through the gripping events of their story, Dostoevsky portrays the whole of Russian life, is social and spiritual striving, in what was both the golden age and a tragic turning point in Russian culture.",2019,https://covers.openlibrary.org/b/id/15215022-L.jpg,5,7,2019,Fyodor Dostoyevsky,812
OL36520082W,Diabetes,Diabetes,,2004,https://covers.openlibrary.org/b/id/14418643-L.jpg,5,7,2004,"Hamideh Jahangiri, Dr. Alireza Norouzi, Saeed Shamloo, Haraton Davidian, Parirokh Dadsetan, Mirtaghi Garouci Farshi (Mirtaghi Garousi Farshi), Heidarali Hooman",302
OL30992733W,Inexorable,Inexorable,,2021,https://covers.openlibrary.org/b/id/14605117-L.jpg,5,7,2021,"George GARXENAJ, Ilir GARXENAJ",
OL36755274W,Guía Jahangiri para una buena prescripción psicofarmacológica (Spanish Edition),Guía Jahangiri para una buena prescripción psicofarmacológica (Spanish Edition),,2023,https://covers.openlibrary.org/b/id/14428608-L.jpg,5,7,2023,"Abbas Shafiee, Dr. Alireza Norouzi, Hamideh Jahangiri",156
OL36520094W,Assignment Prevalence of Sexual Dysfunction Associated with Antidepressant Drug among Older Patients' with Depression Disorder under Mechanisms and Treatments of Drug Therapy (Persian,Assignment Prevalence of Sexual Dysfunction Associated with Antidepressant Drug among Older Patients' with Depression Disorder under Mechanisms and Treatments of Drug Therapy (Persian,,2006,https://covers.openlibrary.org/b/id/14418660-L.jpg,5,7,2006,"Hamideh Jahangiri, Dr. Alireza Norouzi, Haraton Davidian, Heidarali Hooman",216
OL36520586W,How do treatment ADHD with Musical sound First Published (Persian,How do treatment ADHD with Musical sound First Published (Persian,,2010,https://covers.openlibrary.org/b/id/14418941-L.jpg,5,7,2010,"Hamideh Jahangiri, Haraton Davidian, Dr. Alireza Norouzi, Parirokh Dadsetan",382
OL36520089W,Diabetes,Diabetes,,2017,https://covers.openlibrary.org/b/id/14418648-L.jpg,5,7,2017,"Hamideh Jahangiri, Dr. Alireza Norouzi, Saeed Shamloo, Haraton Davidian, Parirokh Dadsetan, Mirtaghi Garouci Farshi (Mirtaghi Garousi Farshi), Heidarali Hooman",304
OL45225321W,The Practice of the Presence of God,The Practice of the Presence of God,"First published in 1692, ‘The Practice of the Presence of God’ is a classic Christian text by Brother Lawrence, a lay brother in a Carmelite monastery in Paris. Christians typically remember him for the intimacy he expressed regarding his relationship to God as recorded in this book, which was compiled after his death. It consists of the best rule of holy life and contains the conversations and letters of Brother Lawrence. The basic theme of the book is the development of an awareness of the presence of God. It consists of sixteen short letters, a collection of spiritual maxims, four conversations written down by Father Joseph de Beaufort and a brief bio, most likely by de Beaufort. Lawrence's method of developing the presence seems to have required discipline and willpower at first, but once developed, it became effortless. It became quite popular among both Catholics and Protestants, and was praised by many.",2019,https://covers.openlibrary.org/b/id/15215062-L.jpg,5,7,2019,Brother Lawrence of the Resurrection,51
OL36505190W,DEPRESSION Volume 4,DEPRESSION Volume 4,,2020,https://covers.openlibrary.org/b/id/14412032-L.jpg,5,7,2020,"Peterson, Donald R., Behrooz Birashk, Hamideh Jahangiri, Dr. Alireza Norouzi",432
OL36520611W,"Comprehensive Dictionary of Cognitive sciences, Psychiatry, Behavioral Sciences and Related Context 2nd Published (Persian","Comprehensive Dictionary of Cognitive sciences, Psychiatry, Behavioral Sciences and Related Context 2nd Published (Persian",,2017,https://covers.openlibrary.org/b/id/14419040-L.jpg,5,7,2017,"Hamideh Jahangiri, Dr. Alireza Norouzi, Parirokh Dadsetan, Haraton Davidian",540
OL36505189W,DEPRESSION Volume 3,DEPRESSION Volume 3,,2020,https://covers.openlibrary.org/b/id/14412031-L.jpg,5,7,2020,"Peterson, Donald R., Behrooz Birashk, Hamideh Jahangiri, Dr. Alireza Norouzi",656
OL36520598W,Mental Health First Published (Persian :بهداشت روان),Mental Health First Published (Persian :بهداشت روان),,2017,https://covers.openlibrary.org/b/id/14418992-L.jpg,5,7,2017,"Hamideh Jahangiri, Dr. Alireza Norouzi, Haraton Davidian",658
OL5782000W,A Thousand Splendid Suns,A Thousand Splendid Suns,"After 103 weeks on the New York Times bestseller list and with four million copies of The Kite Runner shipped, Khaled Hosseini returns with a beautiful, riveting, and haunting novel that confirms his place as one of the most important literary writers today.

Propelled by the same superb instinct for storytelling that made The Kite Runner a beloved classic, A Thousand Splendid Suns is at once an incredible chronicle of thirty years of Afghan history and a deeply moving story of family, friendship, faith, and the salvation to be found in love.

Born a generation apart and with very different ideas about love and family, Mariam and Laila are two women brought jarringly together by war, by loss and by fate. As they endure the ever escalating dangers around them—in their home as well as in the streets of Kabul—they come to form a bond that makes them both sisters and mother-daughter to each other, and that will ultimately alter the course not just of their own lives but of the next generation. With heart-wrenching power and suspense, Hosseini shows how a woman's love for her family can move her to shocking and heroic acts of self-sacrifice, and that in the end it is love, or even the memory of love, that is often the key to survival.

A stunning accomplishment, A Thousand Splendid Suns is a haunting, heartbreaking, compelling story of an unforgiving time, an unlikely friendship, and an indestructible love.
([source][1])


  [1]: https://khaledhosseini.com/books/a-thousand-splendid-suns/",2007,https://covers.openlibrary.org/b/id/8579790-L.jpg,4.4098363,122,2007,Khaled Hosseini,406
OL2683364W,The fire next time,The fire next time,"**From Amazon.com:**

A national bestseller when it first appeared in 1963, *The Fire Next Time* galvanized the nation and gave passionate voice to the emerging civil rights movement. At once a powerful evocation of James Baldwin's early life in Harlem and a disturbing examination of the consequences of racial injustice, the book is an intensely personal and provocative document. It consists of two ""letters,"" written on the occasion of the centennial of the Emancipation Proclamation, that exhort Americans, both black and white, to attack the terrible legacy of racism. Described by The New York Times Book Review as ""sermon, ultimatum, confession, deposition, testament, and chronicle...all presented in searing, brilliant prose,"" The Fire Next Time stands as a classic of our literature.",1962,https://covers.openlibrary.org/b/id/2980395-L.jpg,4.5,34,1962,James Baldwin,120
OL2163706W,"Works (Hitch Hiker's Guide to the Galaxy / Restaurant at the End of the Universe / Life, the Universe and Everything / So Long, and Thanks for All the Fish / Mostly Harmless / Young Zaphod Plays it Safe)","Works (Hitch Hiker's Guide to the Galaxy / Restaurant at the End of the Universe / Life, the Universe and Everything / So Long, and Thanks for All the Fish / Mostly Harmless / Young Zaphod Plays it Safe)","This is the collection of all five of the books in Douglas Adams' famous galaxy exploring trilogy.  It follows Arthur Dent and his friends as they travel around the Milky Way meeting strange new cultures and having many entertaining adventures in the search for the meaning of life.


----------
Contains:
[The Hitch Hiker's Guide to the Galaxy](https://openlibrary.org/works/OL2163649W/The_Hitch_Hiker's_Guide_to_the_Galaxy)
[The Restaurant at the End of the Universe](https://openlibrary.org/works/OL2163720W/The_Restaurant_at_the_End_of_the_Universe)
[Life, the Universe and Everything](https://openlibrary.org/works/OL2163716W)
[So Long, and Thanks for All the Fish](https://openlibrary.org/works/OL2163719W/So_long_and_thanks_for_all_the_fish)
Mostly Harmless
Young Zaphod Plays it Safe",1996,https://covers.openlibrary.org/b/id/12065834-L.jpg,4.4134617,104,1996,Douglas Adams,815
OL16704660W,Tales from a not-so-smart Miss Know-It-All,Tales from a not-so-smart Miss Know-It-All,"Nikki Maxwell authors an advice column for the school newspaper in this fifth installment of the #1 New York Times bestselling Dork Diaries series!

Nikki Maxwell develops a sudden interest in student journalism that may or may not (okay, definitely does) have to do with the fact that mean girl MacKenzie has started writing a gossip column. So Nikki joins the school newspaper staff—and ends up as an advice columnist! It’s fun at first, answering other kids’ letters. But when Miss Know-It-All’s inbox is suddenly overflowing with pleas for guidance, Nikki feels in need of some help herself!",2012,https://covers.openlibrary.org/b/id/7346997-L.jpg,4.5384617,26,2012,Rachel Renée Russell,326
OL3607143W,The antecedents of self-esteem / Stanley Coopersmith,The antecedents of self-esteem / Stanley Coopersmith,,1967,https://covers.openlibrary.org/b/id/8072323-L.jpg,4.611111,18,1967,"Stanley Coopersmith, Stanley Coopersmith",283
OL16624482W,Spy school,Spy school,"Twelve-year-old Ben Ripley leaves his public middle school to attend the CIA's highly secretive Espionage Academy, which everyone is told is an elite science school.",2012,https://covers.openlibrary.org/b/id/8259640-L.jpg,4.5172415,29,2012,Stuart Gibbs,290
OL4092675W,Friday's Child,Friday's Child,"Rejected by the woman he deeply craves, the incomparable Miss Milborne, for his unsteadiness of character, wild Viscount Sheringham is bent on avenging fate and coming into his fortune. Rebellious young Sherry could not gain his inheritance until he married, he leaves his mother's house and on a passionate impulse, he vowed to marry the next woman he saw. But the very first woman he sees is his life-long friend Hero Wantage, a young and charmingly unsophisticated girl. To orphaned, pixie-ish Hero, who has secretly loved him since childhood, it seemed like a star-studded dream when dashing Lord Sheringham asked her to be his bride--for although she knew it was a marriage of convenience (his convenience), it eliminated the depressing prospect of life as a governess. It seems that this marriage might solve all their problems.

Back in London, Hero soon discovers the glamorous social scene and strives to make a name for herself among the right circles. But their marriage soon became a frenetic comedy of errors, as Hero tried to keep up with the fashionable and very unfamiliar society in which she now found herself. From chariot races to gambling tables to exclusive drawing rooms, an exasperated Sherry followed in his wife's wake, trying to clear the air after her well-intentioned but scatterbrained escapades. But when Sherry intervenes, fearing she’ll embarrass them both, misunderstandings pile up, friendships are tested and hearts are pushed to breaking point. And it was with great surprise that both Hero and Sherry discovered that even a marriage of convenience can turn into a love affair, under certain circumstances....",1944,https://covers.openlibrary.org/b/id/7002048-L.jpg,4.8,10,1944,Georgette Heyer,376
OL5735350W,Gregor and the Prophecy of Bane,Gregor and the Prophecy of Bane,"In his second adventure, eleven-year-old Gregor returns to the world beneath New York City to rescue his kidnapped sister, Boots, and fulfill a prophecy that will restore peace to the people, bats, rats, cockroaches, and spiders who populate the underworld.",2004,https://covers.openlibrary.org/b/id/12873409-L.jpg,4.8,10,2004,Suzanne Collins,312
